# p1, resistivity (kohm.cm)
33.5253,5.70322903
31.0523,6.786194661
30.2912,7.185333823
30.7618,6.934341765
30.6149,7.011195666
33.6962,5.638557885
33.2055,5.827412444
32.6454,6.055370072
31.9668,6.350821141
31.2701,6.678349615
32.0326,6.321193839
30.8014,6.913850001
30.1363,7.271073944
33.2979,5.791099984
30.9111,6.857576647
33.7915,5.602992672
31.6867,6.479408321
33.5694,5.686430048
33.2606,5.805715784
30.6647,6.984992781
30.5738,7.032937173
32.3865,6.165498787
31.8999,6.381167473
34.5047,5.347639667
32.9014,5.949476483
33.3898,5.755334565
31.3503,6.639313497
30.6662,6.98420592
32.4054,6.157353421
33.5999,5.674857025
33.4808,5.720259363
32.6027,6.073320123
34.291,5.422206759
33.3953,5.753205075
31.0995,6.762592721
30.5852,7.026896103
33.3597,5.767010595
34.1154,5.484706758
31.0677,6.778479856
31.1868,6.719276801
34.1037,5.48891113
31.5217,6.557076472
32.087,6.296862781
30.8127,6.908020006
33.4002,5.751308933
31.3891,6.620556403
32.4086,6.155975981
32.4223,6.150084272
31.9643,6.351951088
30.4599,7.093744527
31.1128,6.755965404
32.6111,6.069782382
33.3237,5.781024107
30.6068,7.015472146
34.066,5.502492971
32.933,5.93660669
31.396,6.617229433
33.5548,5.691983018
32.4208,6.150728918
34.0261,5.516924846
33.3137,5.784926222
33.0527,5.888249761
33.7803,5.607154166
34.0245,5.517504805
30.9462,6.839722718
33.4569,5.729438914
32.943,5.932543058
32.0617,6.30816022
33.9566,5.542205152
30.5327,7.054784536
32.7946,5.993298365
34.3575,5.398828908
33.6564,5.653515776
34.2826,5.425171035
33.6701,5.648359942
31.8079,6.423272008
32.8754,5.960098376
33.3151,5.784379678
31.379,6.625431045
32.2414,6.228599312
30.7476,6.941713017
33.9177,5.556434194
30.8803,6.87330359
31.9776,6.34594339
34.5051,5.347501603
32.2295,6.233819209
31.4507,6.59094723
33.588,5.679368006
33.1358,5.855040701
31.2801,6.673462665
31.5709,6.533765207
34.5181,5.343017582
32.394,6.162264479
32.0788,6.300520925
32.0874,6.29668442
32.5566,6.09279325
30.9547,6.835410073
30.6839,6.974931439
30.58,7.02965067
32.0508,6.31303729
31.8594,6.399649162
30.4464,7.101006313
32.2254,6.235619249
32.742,6.015067274
33.1669,5.842687718
31.1364,6.744230683
30.3195,7.169840463
32.4492,6.138541562
31.4137,6.608707004
30.9364,6.844700238
33.7466,5.619705064
34.1559,5.47019207
30.3086,7.175801665
30.8859,6.870439944
33.0097,5.905549802
34.3216,5.411429765
30.769,6.930608915
34.0408,5.511600944
34.0798,5.497515263
34.1861,5.459407916
32.7214,6.023626528
30.201,7.235067261
31.9213,6.371435597
30.9515,6.837033157
31.0735,6.775577844
30.7889,6.920308098
33.4128,5.746437635
33.5906,5.678381934
32.869,5.962717554
30.9197,6.85319543
31.2886,6.669313163
33.6339,5.661999407
31.9034,6.379574218
33.1013,5.868792129
31.0353,6.794726996
32.6963,6.034081348
34.5429,5.334479777
33.0556,5.887085874
30.3324,7.162795486
32.5227,6.107175484
30.2798,7.191589796
30.9292,6.84836081
31.6436,6.499556506
30.1855,7.243667787
33.6399,5.659735156
32.1284,6.278444341
34.3694,5.394662168
31.9893,6.340665782
30.7991,6.915037581
31.9121,6.375616542
32.5327,6.102927409
31.1675,6.728815429
33.3637,5.765456825
31.284,6.671558273
34.3508,5.401177107
32.7658,6.005202138
32.0202,6.326760513
31.5097,6.562781923
33.5562,5.691450173
33.5505,5.693620103
32.89,5.954130119
30.2645,7.199999396
33.9697,5.537426219
32.7629,6.006402835
32.1784,6.256312185
32.6748,6.043059306
31.9461,6.360186605
30.5758,7.031876748
32.1881,6.252032709
32.8078,5.987854825
32.0751,6.302172642
31.116,6.754372381
34.1594,5.468940541
33.5563,5.691412116
30.6364,6.999864309
32.8536,5.969027351
31.4866,6.573786846
32.2895,6.207570051
30.7341,6.948732293
34.305,5.417271938
32.9202,5.941814508
30.5191,7.062037264
33.8394,5.585249362
30.6945,6.969386468
33.7706,5.610762232
30.4357,7.106770232
30.1384,7.269900851
31.3251,6.651540596
30.5072,7.068392991
30.758,6.936313151
32.5298,6.104158874
33.5854,5.680354346
32.9865,5.914916888
32.7398,6.015980459
33.1625,5.844432925
34.3105,5.415335184
31.6619,6.490989729
33.6717,5.647758282
31.8154,6.419823293
30.7355,6.948003851
31.9587,6.354483312
31.5951,6.522346721
30.5809,7.029173797
31.5304,6.55294488
30.3756,7.139281835
30.603,7.017479806
33.1462,5.850905248
32.8014,5.990493149
32.2683,6.216824929
31.0041,6.810430151
34.1718,5.464510162
33.0083,5.906114398
32.7003,6.032413337
32.1257,6.279642968
30.7084,6.962125697
30.5609,7.039782943
33.4933,5.71546752
31.2021,6.711730141
30.6196,7.008716124
30.1605,7.257573408
30.8589,6.884264062
31.8172,6.418996033
34.3136,5.414244037
32.9276,5.938802866
30.6108,7.013359793
33.0065,5.906840431
30.4687,7.089017182
33.0263,5.898861752
33.6035,5.673493465
32.824,5.9811847
34.5238,5.341053369
30.4473,7.100521832
32.7459,6.013448979
31.6246,6.508469739
33.1349,5.855398792
34.4471,5.367579279
31.9474,6.359597799
33.9039,5.561495792
33.7464,5.619779681
30.548,7.046639164
32.9807,5.917262298
33.8535,5.580043158
32.9324,5.936850647
33.139,5.853767766
32.0767,6.301458303
30.7571,6.936780187
32.5695,6.087334304
34.2029,5.453423201
32.9289,5.93827404
32.5813,6.08234756
31.0983,6.763191175
32.5734,6.085685434
32.8696,5.96247193
33.5387,5.698116359
33.5512,5.69335355
33.4279,5.740608322
30.8183,6.90513366
32.0578,6.309904548
32.6734,6.043644643
30.4629,7.092132377
31.7376,6.455739627
33.2502,5.809801276
33.7373,5.623176418
32.658,6.05008922
31.5662,6.535986481
34.5111,5.345431322
33.3248,5.780595126
30.9896,6.81774746
30.269,7.197524385
32.7763,6.000857932
31.4877,6.573262146
33.4884,5.717345172
31.9273,6.368711209
32.3347,6.187909907
34.2533,5.435530617
33.6003,5.674705493
32.5828,6.08171411
32.6767,6.042265062
33.8248,5.590648211
34.353,5.40040588
32.2334,6.232107731
33.5629,5.688901212
34.3569,5.399039129
34.0224,5.518266145
32.8089,5.987401546
32.8465,5.971939939
31.1658,6.729656636
31.6351,6.503541638
32.3408,6.185264133
33.623,5.666116431
33.4775,5.72152546
30.1683,7.253230367
32.3985,6.16032517
31.7671,6.442083983
30.6492,6.993131823
33.3416,5.774049614
34.0021,5.52563427
34.2589,5.433548234
32.1591,6.264840685
31.7433,6.453097545
33.3204,5.782311349
30.2465,7.209912793
31.2193,6.703262164
30.8002,6.914469568
31.8454,6.406057413
31.957,6.355252336
31.8294,6.413393451
31.6567,6.493422204
34.2496,5.436841029
34.0252,5.517251061
32.5036,6.115302199
30.1938,7.239060352
33.3598,5.766971743
34.0264,5.516816114
31.9063,6.378254565
32.9946,5.911643839
33.9775,5.534583814
32.4644,6.132034294
32.2258,6.235443599
31.675,6.484868091
30.4521,7.097938805
30.5481,7.046585974
31.8472,6.405232931
30.9001,6.863186932
34.4935,5.351507711
32.1274,6.278888235
30.4786,7.083704819
34.0338,5.514135131
32.4681,6.130451924
31.5503,6.543509783
32.9105,5.945765829
31.4506,6.590995129
34.5391,5.335786601
30.4756,7.085313967
31.4276,6.602026303
33.6281,5.664189533
32.4167,6.152491493
33.4206,5.743425309
30.7518,6.939531509
32.8099,5.986989521
34.0341,5.514026485
32.8864,5.955600873
33.268,5.802811541
30.3944,7.129086803
32.3228,6.193076444
31.2703,6.678251821
32.4602,6.133831274
30.7687,6.930764388
32.8795,5.958421412
34.5081,5.346466306
30.5453,7.048075511
33.1999,5.829624662
31.8079,6.423272008
33.375,5.761070968
32.7491,6.012121656
30.4486,7.099822117
33.1635,5.844036215
33.0512,5.888851913
31.4644,6.584390284
32.9622,5.924753096
30.1508,7.262980058
30.3804,7.136676677
31.5799,6.529515006
30.6737,6.980273697
30.1558,7.260192337
31.2937,6.666825402
31.6303,6.505793758
31.5718,6.533339992
33.8773,5.571272617
31.76,6.445366456
31.6554,6.494030546
30.9347,6.845564263
31.8357,6.410503315
30.4719,7.087299372
30.9779,6.823660758
34.4747,5.358010367
32.7159,6.025914995
31.7927,6.430270315
34.0533,5.507080149
33.9248,5.553832851
30.2668,7.198734224
33.7468,5.619630448
31.1526,6.736193974
33.5795,5.682593577
32.4814,6.124769228
34.0518,5.507622338
33.6413,5.659207034
33.0135,5.904017754
31.3548,6.637133794
32.1835,6.254061579
32.694,6.035040782
30.5756,7.031982779
30.312,7.173941374
34.2935,5.421325024
32.3294,6.190210135
30.3661,7.144442273
30.1628,7.256292344
32.3685,6.173271992
30.4901,7.077541722
33.1215,5.860734434
31.383,6.623499821
31.4411,6.595547979
32.1058,6.288488369
32.7891,5.995568797
31.5628,6.537594097
33.9119,5.558560652
31.2936,6.666874168
32.7882,5.99594045
34.2224,5.446489541
32.7498,6.011831366
31.3277,6.650277437
33.3252,5.780439146
30.9852,6.819970322
33.8629,5.576576579
32.2939,6.205651934
30.7536,6.938596906
31.3799,6.624996442
32.8819,5.957440118
33.234,5.816174197
31.7813,6.435526892
31.8407,6.408211009
31.565,6.536553804
32.9119,5.945195281
30.7002,6.966407595
30.1699,7.25233999
33.3974,5.752392323
33.6538,5.654495089
33.3052,5.788246267
33.1582,5.846139257
32.9574,5.926699083
30.9774,6.823913643
30.7735,6.928277483
33.7011,5.636720625
33.2246,5.81987709
31.8137,6.420604747
33.3954,5.753166369
30.4005,7.125783743
34.2677,5.430435348
32.6551,6.051304015
34.279,5.426442216
30.6482,6.993657433
34.1568,5.469870205
30.9841,6.820526215
30.4186,7.115996965
32.0523,6.312365783
33.1437,5.851898929
33.9951,5.528178578
32.1424,6.272234982
32.3921,6.163083586
31.5708,6.533812456
33.3892,5.755566948
34.0044,5.524798683
32.99,5.913502259
34.4662,5.360954463
30.5692,7.035377103
32.616,6.067720191
32.9354,5.935631021
31.8063,6.424008109
33.7557,5.616311612
30.9995,6.81275017
32.5358,6.101611446
31.4153,6.607937463
30.504,7.070103624
30.336,7.160831382
32.2342,6.23175675
32.7738,6.00189182
32.5362,6.101441676
32.8252,5.98069108
31.0429,6.790910463
32.7864,5.996683865
34.4753,5.357802644
30.8595,6.883956386
34.4353,5.371678511
31.0021,6.811438703
33.9719,5.536624283
32.601,6.074036488
31.0313,6.796737047
33.2461,5.811413141
32.9497,5.929822864
30.6922,6.970589035
32.4236,6.149525664
33.7791,5.607600327
31.4118,6.609621017
31.352,6.638489922
32.7646,6.005698933
30.3857,7.133801878
31.4806,6.576649999
31.7744,6.438711777
33.1751,5.839437466
32.4535,6.136699593
31.4189,6.606206509
32.8399,5.974649413
32.9172,5.943036126
34.414,5.379090407
30.7852,6.922221509
30.1698,7.252395634
30.9772,6.8240148
31.3009,6.663315745
33.7965,5.601136425
32.3609,6.176558624
34.5469,5.333104715
31.2365,6.69481092
30.6341,7.001075129
34.2257,5.44531752
33.4125,5.746553543
31.7098,6.468649906
32.9234,5.940511883
33.3139,5.78484814
31.9132,6.37511642
31.1166,6.754073754
34.2281,5.444465389
31.2687,6.679034236
30.8556,6.885956666
32.5985,6.075090206
33.8051,5.597945935
32.7432,6.014569264
32.9938,5.911966977
30.4219,7.114214906
32.5601,6.091311382
30.2076,7.231409959
32.2735,6.214552864
33.8534,5.580080054
33.0742,5.879629509
31.9431,6.361545715
32.5571,6.09258152
34.3792,5.391234519
30.2707,7.196589728
31.6193,6.510959479
32.2449,6.227065352
32.2219,6.237156513
32.6083,6.07096127
32.7144,6.026539358
31.8542,6.402028196
34.5068,5.346914896
33.776,5.608753169
30.2122,7.228862644
31.9293,6.367803485
33.2942,5.792547231
30.1565,7.25980219
30.2574,7.203907127
32.4574,6.135029719
33.4827,5.719530597
32.7294,6.02030028
31.0496,6.787548674
34.2992,5.419315509
32.635,6.059734314
32.0648,6.306774241
33.5308,5.701129676
33.0566,5.886684617
31.2166,6.704590331
34.0376,5.512759203
31.1611,6.731983184
34.4092,5.380762906
30.6254,7.005658158
31.253,6.686719306
34.1595,5.468904789
32.4775,6.126434727
33.5702,5.686126021
30.3859,7.133693431
33.2321,5.816922356
30.3661,7.144442273
33.8623,5.576797749
32.976,5.919163959
30.785,6.92232496
32.2315,6.232941436
32.1338,6.276048162
33.611,5.670654364
34.4929,5.351715052
32.2246,6.235970571
31.353,6.63800554
30.7101,6.961238503
31.5999,6.520085614
34.478,5.356868047
33.7856,5.605184284
31.1339,6.745472255
30.8566,6.885443687
31.3629,6.633213153
32.4025,6.158602143
30.5615,7.039464304
32.3066,6.200120756
33.594,5.67709286
33.473,5.723252664
32.6023,6.073488668
33.3881,5.755993021
34.4035,5.382750058
32.2278,6.234565468
32.2675,6.217174593
32.5474,6.09669114
34.3631,5.396867461
30.722,6.955033101
34.225,5.445566097
34.0006,5.526179324
30.8335,6.897308813
30.4874,7.078987955
31.2097,6.70798641
33.8377,5.585877575
30.9379,6.843938005
30.8849,6.870951172
32.4197,6.151201727
32.6554,6.051178328
33.3535,5.769420235
32.296,6.204736796
33.7112,5.632936578
32.8635,5.964969853
33.8353,5.586764652
32.8144,5.98513596
30.8202,6.904154793
30.5996,7.019276896
30.7141,6.959151686
33.7498,5.618511396
34.2818,5.425453479
31.1241,6.750342671
32.4833,6.123958088
32.5123,6.111598401
30.4744,7.085957786
34.1613,5.468261327
32.5551,6.093428509
30.6384,6.998811688
32.9664,5.923051179
32.8715,5.961694223
33.5385,5.698192615
34.2698,5.429692913
33.5527,5.692782432
30.6727,6.980797793
31.1495,6.737730701
33.0167,5.902728092
34.4598,5.363172868
32.1238,6.280486661
32.4719,6.128827454
30.9294,6.848259086
30.8673,6.879958557
30.4001,7.126000263
32.646,6.055118439
33.576,5.683922587
34.1706,5.464938663
32.1176,6.283241002
34.0008,5.526106645
34.2101,5.45086147
32.3677,6.173617824
32.2405,6.228993855
32.9998,5.909544118
30.3129,7.173449071
30.8724,6.877346559
33.6698,5.648472765
31.9708,6.349013882
33.1362,5.854881561
30.6049,7.016475863
31.7686,6.441390838
30.7467,6.942180623
30.9216,6.852228078
34.4552,5.364768236
31.079,6.772827734
31.8105,6.422076124
34.4259,5.374947514
33.5669,5.687380297
30.9647,6.830341828
32.8598,5.966485786
30.4827,7.081506576
32.2478,6.225794805
30.2775,7.192853
32.1337,6.276092522
30.6702,6.982108302
30.654,6.990609758
33.7211,5.629231325
30.9717,6.82679756
30.7921,6.918653925
31.3941,6.618145293
34.117,5.484132194
30.3247,7.166999321
30.1045,7.288874251
31.4607,6.58616013
31.6255,6.508047101
32.8604,5.966239918
31.3161,6.655915971
30.9531,6.836221539
33.3491,5.771131261
32.245,6.227021534
34.1585,5.46926232
33.67,5.648397549
30.2344,7.216588828
31.3878,6.621183517
32.5906,6.078421839
31.7741,6.438850306
31.765,6.443054582
34.2983,5.419632724
31.985,6.342604616
33.2045,5.827807386
32.354,6.179544917
31.2129,6.706411082
31.5613,6.538303537
33.3648,5.765029653
32.4181,6.151889549
31.9287,6.368075781
32.2528,6.223605161
31.4222,6.604620425
32.1871,6.25247368
32.8688,5.962799433
33.2307,5.817473728
30.6457,6.994971729
31.3051,6.661269782
34.4796,5.356314333
32.4438,6.140855961
33.8512,5.580891877
32.7259,6.021755159
32.0805,6.299762256
32.2974,6.204126821
31.1284,6.748204973
33.8894,5.566821927
33.8457,5.582922245
33.419,5.74404302
34.1344,5.477889891
32.892,5.953313279
32.4814,6.124769228
31.5278,6.554179181
31.4475,6.592480254
31.2284,6.698788785
31.5931,6.523289211
31.7751,6.43838856
32.8498,5.970585924
33.816,5.593906264
32.5866,6.080109834
33.909,5.559624359
33.7094,5.633610671
30.64,6.997969771
32.9119,5.945195281
30.1414,7.268225518
30.653,6.99113507
33.4793,5.720834807
32.9765,5.918961609
32.1507,6.268558264
33.3317,5.777905384
32.386,6.165714503
31.0245,6.800156275
31.0522,6.786244802
31.2957,6.665850207
34.008,5.523491206
31.0113,6.806801301
33.0847,5.875426805
32.3841,6.166534328
30.6826,6.975611959
31.699,6.473676326
33.2077,5.826543718
32.7428,6.01473526
31.7741,6.438850306
31.0515,6.786595806
34.3691,5.39476715
31.026,6.799401802
31.6142,6.513356677
30.5245,7.059156106
33.985,5.531852888
31.5936,6.523053569
33.7232,5.628445853
33.3136,5.784965264
33.6326,5.662490182
34.3698,5.394522197
30.4158,7.117509563
33.2009,5.829229526
30.7638,6.933304547
32.3219,6.193467466
30.9077,6.859309968
31.8467,6.405461937
32.4987,6.117389795
30.6018,7.01811399
34.52,5.342362719
32.1267,6.27919899
31.1448,6.740061626
32.0936,6.293920838
31.2158,6.704983941
30.9355,6.845157642
31.5731,6.532725869
30.4053,7.123186299
32.2084,6.243091528
32.2333,6.232151606
31.6788,6.483094042
32.2565,6.221985601
30.3459,7.155434447
32.1112,6.28608618
32.3963,6.161273157
31.555,6.541284501
32.3573,6.178116408
34.4795,5.356348937
31.7282,6.460100451
33.2457,5.811570433
33.7394,5.62239227
31.3558,6.636649567
31.7338,6.457501958
30.3716,7.141453939
30.7456,6.942752209
30.9957,6.814667643
32.4076,6.156406379
32.0267,6.323841541
31.2198,6.703016252
31.8916,6.384948257
30.3765,7.138793254
33.2616,5.805323186
30.6665,6.984048564
32.0479,6.314335855
32.1788,6.256135621
32.2056,6.244323603
31.701,6.472745046
30.497,7.073847896
32.2282,6.234389865
30.2355,7.215981515
30.6564,6.989349259
31.5103,6.562496466
33.3015,5.789692396
33.8496,5.58148241
30.7208,6.955658463
32.2268,6.235004509
31.7579,6.446337831
33.5536,5.692439805
33.2779,5.798929694
30.7123,6.960090632
31.815,6.420007151
33.9045,5.561275572
34.3951,5.38568059
31.9686,6.350007775
30.8355,6.896280263
31.5404,6.548200962
31.9616,6.353171784
32.7398,6.015980459
32.1885,6.251856335
32.4117,6.154642046
33.6074,5.672016855
30.4846,7.080488241
30.2127,7.228585847
31.2935,6.666922934
33.0522,5.888450467
30.3836,7.134940732
33.5718,5.685518044
